issn,jn_title,oa_type,apc_currency,apc
1544-3191,Journal of the American Pharmacists Association,Hybrid,USD,1700
2213-2945,Journal of the American Society of Cytopathology,Hybrid,USD,3000
0894-7317,Journal of the American Society of Echocardiography,Hybrid,USD,3000
1552-8855,Journal of the Association for Vascular Access,Hybrid,USD,2500
1743-9671,Journal of the Energy Institute,Hybrid,USD,2000
0955-2219,Journal of the European Ceramic Society,Hybrid,USD,3500
0929-6646,Journal of the Formosan Medical Association,Open Access,USD,1000
0016-0032,Journal of the Franklin Institute,Hybrid,USD,2000
0889-1583,Journal of The Japanese and International Economies,Hybrid,USD,1800
1226-3192,Journal of the Korean Statistical Society,Hybrid,USD,750
1751-6161,Journal of the Mechanical Behavior of Biomedical Materials,Hybrid,USD,3000
0022-5096,Journal of the Mechanics and Physics of Solids,Hybrid,USD,3750
0027-9684,Journal of the National Medical Association,Hybrid,USD,3000
0022-510X,Journal of the Neurological Sciences,Hybrid,USD,3250
1876-1070,Journal of the Taiwan Institute of Chemical Engineers,Hybrid,USD,2500
2212-4438,Journal of the World Federation of Orthodontists,Hybrid,USD,3000
0022-5193,Journal of Theoretical Biology,Hybrid,USD,2900
0306-4565,Journal of Thermal Biology,Hybrid,USD,3000
1556-0864,Journal of Thoracic Oncology,Hybrid,USD,2800
0965-206X,Journal of Tissue Viability,Hybrid,USD,1700
0946-672X,Journal of Trace Elements in Medicine and Biology,Hybrid,USD,2000
2589-9090,Journal of Translational Autoimmunity,Open Access,USD,2250
2214-1405,Journal of Transport & Health,Hybrid,USD,2050
0966-6923,Journal of Transport Geography,Hybrid,USD,1300
0094-1190,Journal of Urban Economics,Hybrid,USD,1800
1051-0443,Journal of Vascular and Interventional Radiology,Hybrid,USD,3000
1062-0303,Journal of Vascular Nursing,Hybrid,USD,2500
0741-5214,Journal of Vascular Surgery,Hybrid,USD,3550
2468-4287,Journal of Vascular Surgery Cases and Innovative Techniques,Open Access,USD,550
2213-333X,Journal of Vascular Surgery: Venous and Lymphatic Disorders,Hybrid,USD,3300
1558-7878,Journal of Veterinary Behavior,Hybrid,USD,2500
1760-2734,Journal of Veterinary Cardiology,Hybrid,USD,3000
0166-0934,Journal of Virological Methods,Hybrid,USD,2450
1878-7886,Journal of Visceral Surgery,Hybrid,USD,1500
1047-3203,Journal of Visual Communication and Image Representation,Hybrid,USD,2400
0001-8791,Journal of Vocational Behavior,Hybrid,USD,2150
0892-1997,Journal of Voice,Hybrid,USD,3000
0377-0273,Journal of Volcanology and Geothermal Research,Hybrid,USD,2750
2214-7144,Journal of Water Process Engineering,Hybrid,USD,2500
1570-8268,Journal of Web Semantics,Hybrid,USD,2400
0167-6105,Journal of Wind Engineering & Industrial Aerodynamics,Hybrid,USD,2650
1090-9516,Journal of World Business,Hybrid,USD,2050
2352-5878,JPRAS Open,Open Access,EUR,1919
2468-6026,JSES Open Access,Open Access,USD,1250
0085-2538,Kidney International,Hybrid,USD,3200
2468-0249,Kidney International Reports,Open Access,USD,2625
2157-1716,Kidney International Supplements,Hybrid,USD,3200
2590-0595,Kidney Medicine,Open Access,USD,2400
1779-0123,"Kinésithérapie, la revue",Hybrid,EUR,1000
0950-7051,Knowledge-Based Systems,Hybrid,USD,2550
0720-3373,Krankenhaus-Hygiene + Infektionsverhutung,Hybrid,USD,1700
1166-3413,L'aide-soignante,Hybrid,USD,3000
0003-5521,L'Anthropologie,Hybrid,USD,3000
0013-7006,L'Encéphale,Hybrid,EUR,1500
0014-3855,L'Évolution psychiatrique,Hybrid,EUR,1500
0755-4982,La Presse Médicale,Hybrid,EUR,2600
1878-9730,La Revue d'Homéopathie,Hybrid,EUR,2000
1293-8505,La revue de l'infirmière,Hybrid,USD,3000
0248-8663,La revue de médecine interne,Hybrid,USD,3000
1878-6529,La revue de médecine légale,Hybrid,EUR,1500
1879-3991,La revue de santé scolaire et universitaire,Hybrid,USD,3000
1637-4088,La Revue Sage-Femme,Hybrid,EUR,2000
0927-5371,Labour Economics,Hybrid,USD,1900
0264-8377,Land Use Policy,Hybrid,USD,2100
0169-2046,Landscape and Urban Planning,Hybrid,USD,1450
0271-5309,Language and Communication,Hybrid,USD,1800
0388-0001,Language Sciences,Hybrid,USD,1100
2211-1042,Le Pharmacien Hospitalier et Clinicien,Hybrid,USD,1000
1279-7960,Le Praticien en anesthésie réanimation,Hybrid,EUR,1500
1041-6080,Learning and Individual Differences,Hybrid,USD,1200
0959-4752,Learning and Instruction,Hybrid,USD,2100
0023-9690,Learning and Motivation,Hybrid,USD,1800
2210-6561,"Learning, Culture and Social Interaction",Hybrid,USD,1800
1344-6223,Legal Medicine,Hybrid,USD,3000
0145-2126,Leukemia Research,Hybrid,USD,3250
2213-0489,Leukemia Research Reports,Open Access,USD,650
0740-8188,Library and Information Science Research,Hybrid,USD,1100
0024-3205,Life Sciences,Hybrid,USD,3400
2214-5524,Life Sciences in Space Research,Hybrid,USD,2200
0075-9511,Limnologica,Hybrid,USD,1800
0024-3795,Linear Algebra and Its Applications,Hybrid,USD,1600
0024-3841,Lingua,Hybrid,USD,1800
0898-5898,Linguistics and Education,Hybrid,USD,1100
0024-4937,LITHOS,Hybrid,USD,3500
1871-1413,Livestock Science,Hybrid,USD,3000
0024-6301,Long Range Planning,Hybrid,USD,2000
0169-5002,Lung Cancer,Hybrid,USD,3350
0023-6438,LWT,Hybrid,USD,3050
0730-725X,Magnetic Resonance Imaging,Hybrid,USD,2650
1064-9689,Magnetic Resonance Imaging Clinics of North America,Hybrid,USD,3000
1616-5047,Mammalian Biology,Hybrid,USD,1800
1044-5005,Management Accounting Research,Hybrid,USD,1800
2213-8463,Manufacturing Letters,Hybrid,USD,3000
0264-8172,Marine and Petroleum Geology,Hybrid,USD,3100
0304-4203,Marine Chemistry,Hybrid,USD,3700
0141-1136,Marine Environmental Research,Hybrid,USD,3150
1874-7787,Marine Genomics,Hybrid,USD,1600
0025-3227,Marine Geology,Hybrid,USD,3700
0377-8398,Marine Micropaleontology,Hybrid,USD,2700
0308-597X,Marine Policy,Hybrid,USD,2500
0025-326X,Marine Pollution Bulletin,Hybrid,USD,3400
0951-8339,Marine Structures,Hybrid,USD,2700
0264-1275,Materials & Design,Open Access,USD,2700
1044-5803,Materials Characterization,Hybrid,USD,3500
0254-0584,Materials Chemistry and Physics,Hybrid,USD,2200
2352-9245,Materials Discovery,Hybrid,USD,2350
2590-1508,Materials Letters: X,Open Access,USD,3100
0025-5408,Materials Research Bulletin,Hybrid,USD,2500
0921-5093,Materials Science & Engineering A,Hybrid,USD,3400
0921-5107,Materials Science & Engineering B,Hybrid,USD,2500
0928-4931,Materials Science & Engineering C,Hybrid,USD,3300
0927-796X,Materials Science & Engineering R,Hybrid,USD,3300
1369-8001,Materials Science in Semiconductor Processing,Hybrid,USD,2500
1369-7021,Materials Today,Hybrid,USD,3450
2590-0498,Materials Today Advances,Open Access,USD,3000
2590-0064,Materials Today Bio,Open Access,USD,3300
2214-7853,Materials Today: Proceedings,Hybrid,USD,150
0025-5564,Mathematical Biosciences,Hybrid,USD,2600
0165-4896,Mathematical Social Sciences,Hybrid,USD,1100
0378-4754,Mathematics and Computers in Simulation,Hybrid,USD,1450
0945-053X,Matrix Biology,Hybrid,USD,3300
2590-0285,Matrix Biology Plus,Open Access,USD,2200
0378-5122,Maturitas,Hybrid,USD,3350
0025-6196,Mayo Clinic Proceedings,Hybrid,USD,3300
2542-4548,"Mayo Clinic Proceedings: Innovations, Quality & Outcomes",Open Access,USD,2500
0263-2241,Measurement,Hybrid,USD,3000
2665-9174,Measurement: Sensors,Open Access,USD,1800
0309-1740,Meat Science,Hybrid,USD,3300
0888-3270,Mechanical Systems and Signal Processing,Hybrid,USD,2850
0167-6636,Mechanics of Materials,Hybrid,USD,2500
0093-6413,Mechanics Research Communications,Hybrid,USD,2500
0094-114X,Mechanism and Machine Theory,Hybrid,USD,2750
0047-6374,Mechanisms of Ageing and Development,Hybrid,USD,2750
0925-4773,Mechanisms of Development,Hybrid,USD,1900
0957-4158,Mechatronics,Hybrid,USD,2400
0025-7125,Medical Clinics of North America,Hybrid,USD,3000
0958-3947,Medical Dosimetry,Hybrid,USD,2500
1350-4533,Medical Engineering and Physics,Hybrid,USD,2875
0306-9877,Medical Hypotheses,Hybrid,USD,1850
1361-8415,Medical Image Analysis,Hybrid,USD,3150
0377-1237,Medical Journal Armed Forces India,Hybrid,USD,3000
2211-7539,Medical Mycology Case Reports,Open Access,USD,450
0025-7753,Medicina Clinica,Hybrid,EUR,2000
2387-0206,Medicina Clínica (English Edition),Hybrid,EUR,2000
2603-9249,Medicina Clínica Práctica,Open Access,EUR,1500
1138-3593,Medicina de Familia. SEMERGEN,Hybrid,USD,3000
0210-5691,Medicina intensiva,Hybrid,EUR,1500
2173-5727,Medicina Intensiva (English Edition),Hybrid,EUR,1500
1357-3039,Medicine,Hybrid,USD,3000
0304-5412,Medicine - Programa de Formación Médica Continuada acreditado,Hybrid,USD,3000
2590-0986,Medicine in Drug Discovery,Open Access,USD,2000
2590-0978,Medicine in Microecology,Open Access,USD,2000
2590-0935,Medicine in Novel Technology and Devices,Open Access,USD,2000
2590-1249,Medicine in Omics,Open Access,USD,2000
0959-9436,Mendeleev Communications,Hybrid,USD,3000
2212-6570,Mental Health & Prevention,Hybrid,USD,1700
1755-2966,Mental Health and Physical Activity,Hybrid,USD,1800
2214-5400,Meta Gene,Hybrid,USD,1600
1096-7176,Metabolic Engineering,Hybrid,USD,3750
2214-0301,Metabolic Engineering Communications,Open Access,USD,1800
0026-0495,Metabolism,Hybrid,USD,2750
2589-9368,Metabolism Open,Open Access,USD,2000
1046-2023,Methods,Hybrid,USD,3300
2590-2601,Methods in Psychology,Open Access,USD,1350
2215-0161,MethodsX,Open Access,USD,600
2590-0072,Micro and Nano Engineering,Open Access,USD,2200
1286-4579,Microbes and Infection,Hybrid,USD,1950
0882-4010,Microbial Pathogenesis,Hybrid,USD,3000
2352-3522,Microbial Risk Analysis,Hybrid,USD,2200
0944-5013,Microbiological Research,Hybrid,USD,2000
0026-265X,Microchemical Journal,Hybrid,USD,2750
0026-2692,Microelectronics Journal,Hybrid,USD,2400
0026-2714,Microelectronics Reliability,Hybrid,USD,2500
0968-4328,Micron,Hybrid,USD,2400
1387-1811,Microporous and Mesoporous Materials,Hybrid,USD,2650
0141-9331,Microprocessors and Microsystems,Hybrid,USD,2300
0026-2862,Microvascular Research,Hybrid,USD,3000
0266-6138,Midwifery,Hybrid,USD,3200
0892-6875,Minerals Engineering,Hybrid,USD,3000
1567-7249,Mitochondrion,Hybrid,USD,2400
0166-6851,Molecular & Biochemical Parasitology,Hybrid,USD,2000
0303-7207,Molecular and Cellular Endocrinology,Hybrid,USD,2700
1044-7431,Molecular and Cellular Neuroscience,Hybrid,USD,2500
0890-8508,Molecular and Cellular Probes,Hybrid,USD,2200
0098-2997,Molecular Aspects of Medicine,Hybrid,USD,3150
2405-6758,Molecular Astrophysics,Hybrid,USD,2200
2468-8231,Molecular Catalysis,Hybrid,USD,2500
1097-2765,Molecular Cell,Hybrid,USD,5200
2590-0633,Molecular Data Science,Open Access,USD,2250
1096-7192,Molecular Genetics and Metabolism,Hybrid,USD,2950
2214-4269,Molecular Genetics and Metabolism Reports,Open Access,USD,1750
0161-5890,Molecular Immunology,Hybrid,USD,2900
2212-8778,Molecular Metabolism,Open Access,USD,2700
1055-7903,Molecular Phylogenetics and Evolution,Hybrid,USD,4050
1674-2052,Molecular Plant,Hybrid,USD,2800
1525-0016,Molecular Therapy,Hybrid,USD,3500
2329-0501,Molecular Therapy - Methods & Clinical Development,Open Access,USD,3500
2162-2531,Molecular Therapy - Nucleic Acids,Open Access,USD,3500
2372-7705,Molecular Therapy - Oncolytics,Open Access,USD,3500
1286-0115,Morphologie,Hybrid,EUR,1500
0245-5919,Motricité cérébrale,Hybrid,EUR,3000
2211-0348,Multiple Sclerosis and Related Disorders,Hybrid,USD,3050
2468-7812,Musculoskeletal Science and Practice,Hybrid,USD,2500
0027-5107,"Mutation Research - Fundamental and Molecular Mechanisms ofMutagenesis",Hybrid,USD,3000
1383-5718,"Mutation Research - Genetic Toxicology and EnvironmentalMutagenesis",Hybrid,USD,3400
1383-5742,Mutation Research-Reviews in Mutation Research,Hybrid,USD,3000
1340-3540,Mycoscience,Hybrid,USD,3000
1769-4493,Médecine du Sommeil,Hybrid,EUR,1500
1246-7391,Médecine et Droit,Hybrid,EUR,3000
0399-077X,Médecine et Maladies Infectieuses,Hybrid,EUR,1500
0928-1258,Médecine Nucléaire,Hybrid,EUR,2000
1636-6522,Médecine Palliative Soins de Support - Accompagnement - Ethique,Hybrid,EUR,3000
1258-780X,Métiers de la petite enfance,Hybrid,USD,3000
1878-7789,Nano Communication Networks,Hybrid,USD,2400
2211-2855,Nano Energy,Hybrid,USD,2800
1748-0132,Nano Today,Hybrid,USD,3300
2352-507X,Nano-Structures & Nano-Objects,Hybrid,USD,3000
2452-0748,NanoImpact,Hybrid,EUR,1350
1549-9634,"Nanomedicine: Nanotechnology, Biology, and Medicine",Hybrid,USD,3550
0963-8695,NDT and E International,Hybrid,USD,3150
1476-5586,Neoplasia,Open Access,USD,2500
1769-7255,Nephrologie et Thérapeutique,Hybrid,USD,3000
0893-6080,Neural Networks,Hybrid,USD,3350
0197-4580,Neurobiology of Aging,Hybrid,USD,3200
2589-9589,Neurobiology of Aging Science,Open Access,USD,2000
0969-9961,Neurobiology of Disease,Hybrid,USD,3150
1074-7427,Neurobiology of Learning and Memory,Hybrid,USD,3150
2452-073X,Neurobiology of Pain,Open Access,USD,1500
2451-9944,Neurobiology of Sleep and Circadian Rhythms,Open Access,USD,1500
2352-2895,Neurobiology of Stress,Open Access,USD,2350
0197-0186,Neurochemistry International,Hybrid,USD,2050
0028-3770,Neurochirurgie,Hybrid,EUR,1500
1130-1473,Neurocirugía,Hybrid,USD,3000
0925-2312,Neurocomputing,Hybrid,USD,2400
1053-8119,NeuroImage,Hybrid,USD,3250
2213-1582,NeuroImage: Clinical,Open Access,USD,2600
1052-5149,Neuroimaging Clinics of North America,Hybrid,USD,3000
0733-8619,Neurologic Clinics,Hybrid,USD,3000
0941-9500,"Neurology, Psychiatry and Brain Research",Hybrid,USD,1700
1853-0028,Neurología Argentina,Hybrid,USD,3000
0960-8966,Neuromuscular Disorders,Hybrid,USD,3200
0896-6273,Neuron,Hybrid,USD,5200
0143-4179,Neuropeptides,Hybrid,USD,1800
0028-3908,Neuropharmacology,Hybrid,USD,3150
0987-7053,Neurophysiologie Clinique,Hybrid,EUR,2000
1439-4847,Neurophysiologie-Labor,Hybrid,USD,1700
0222-9617,Neuropsychiatrie de l'enfance et de l'adolescence,Hybrid,EUR,1500
0028-3932,Neuropsychologia,Hybrid,USD,2600
0306-4522,Neuroscience,Hybrid,USD,2650
0149-7634,Neuroscience and Biobehavioral Reviews,Hybrid,USD,3900
0304-3940,Neuroscience Letters,Hybrid,USD,2500
0168-0102,Neuroscience Research,Hybrid,USD,2450
1042-3680,Neurosurgery Clinics of North America,Hybrid,USD,3000
0161-813X,Neurotoxicology,Hybrid,USD,3300
0892-0362,Neurotoxicology and Teratology,Hybrid,USD,3000
1384-1076,New Astronomy,Hybrid,USD,2200
1387-6473,New Astronomy Reviews,Hybrid,USD,2200
1871-6784,New BIOTECHNOLOGY,Hybrid,USD,3000
1872-5805,New Carbon Materials,Hybrid,USD,3000
0732-118X,New Ideas in Psychology,Hybrid,USD,1800
2052-2975,New Microbes and New Infections,Open Access,EUR,1400
2352-3646,NFS Journal,Open Access,USD,1250
1089-8603,Nitric Oxide,Hybrid,USD,3300
1573-5214,NJAS - Wageningen Journal of Life Sciences,Hybrid,USD,2500
0362-546X,Nonlinear Analysis,Hybrid,USD,1600
1751-570X,Nonlinear Analysis: Hybrid Systems,Hybrid,USD,1300
1468-1218,Nonlinear Analysis: Real World Applications,Hybrid,USD,1500
1062-9408,North American Journal of Economics and Finance,Hybrid,USD,750
1627-4830,NPG Neurologie - Psychiatrie - Gériatrie,Hybrid,EUR,1500
2405-6014,Nuclear and Particle Physics Proceedings,Hybrid,USD,2700
0090-3752,Nuclear Data Sheets,Hybrid,USD,2200
0029-5493,Nuclear Engineering and Design,Hybrid,USD,2150
0168-9002,"Nuclear Inst. and Methods in Physics Research, A",Hybrid,USD,2550
0168-583X,"Nuclear Inst. and Methods in Physics Research, B",Hybrid,USD,2500
2352-1791,Nuclear Materials and Energy,Open Access,USD,1200
0969-8051,Nuclear Medicine and Biology,Hybrid,USD,3000
0375-9474,"Nuclear Physics, Section A",Hybrid,USD,2100
1471-5953,Nurse Education in Practice,Hybrid,USD,2500
0260-6917,Nurse Education Today,Hybrid,USD,2700
1541-4612,Nurse Leader,Hybrid,USD,2300
0029-6465,Nursing Clinics of North America,Hybrid,USD,3000
1751-4851,Nursing for Women?s Health,Hybrid,USD,3000
0029-6554,Nursing Outlook,Hybrid,USD,2500
0985-0562,Nutrition clinique et métabolisme,Hybrid,EUR,3000
0271-5317,Nutrition Research,Hybrid,USD,3000
0939-4753,"Nutrition, Metabolism and Cardiovascular Diseases",Hybrid,USD,3000
2665-9026,Nutrition: X,Open Access,USD,2500
2451-8476,Obesity Medicine,Hybrid,USD,3000
1871-403X,Obesity Research & Clinical Practice,Hybrid,USD,3000
0889-8545,Obstetrics and Gynecology Clinics of North America,Hybrid,USD,3000
1751-7214,"Obstetrics, Gynaecology & Reproductive Medicine",Hybrid,USD,3000
0964-5691,Ocean and Coastal Management,Hybrid,USD,3700
0029-8018,Ocean Engineering,Hybrid,USD,2800
1463-5003,Ocean Modelling,Hybrid,USD,3400
0305-0483,Omega,Hybrid,USD,1800
2352-7714,One Health,Open Access,USD,1700
2352-9520,OpenNano,Open Access,USD,2000
2211-6923,Operations Research for Health Care,Hybrid,USD,1800
0167-6377,Operations Research Letters,Hybrid,USD,750
2214-7160,Operations Research Perspectives,Open Access,USD,1100
1048-6666,Operative Techniques in Orthopaedics,Hybrid,USD,2500
1043-1810,Operative Techniques in Otolaryngology - Head and Neck Surgery,Hybrid,USD,2500
1060-1872,Operative Techniques in Sports Medicine,Hybrid,USD,2350
1522-2942,"Operative Techniques in Thoracic and Cardiovascular Surgery: AComparative Atlas",Hybrid,USD,1700
0161-6420,Ophthalmology,Hybrid,USD,3300
1068-5200,Optical Fiber Technology,Hybrid,USD,2200
2590-1478,Optical Materials: X,Open Access,USD,1500
1573-4277,Optical Switching and Networking,Hybrid,USD,2400
0030-3992,Optics and Laser Technology,Hybrid,USD,2200
0143-8166,Optics and Lasers in Engineering,Hybrid,USD,2400
0030-4018,Optics Communications,Hybrid,USD,2600
0030-4026,Optik,Hybrid,USD,1800
2214-5419,Oral and Maxillofacial Surgery Cases,Open Access,USD,500
1042-3699,Oral and Maxillofacial Surgery Clinics of North America,Hybrid,USD,3000
1368-8375,Oral Oncology,Hybrid,USD,2750
2212-4403,"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",Hybrid,USD,2250
0030-4387,Orbis,Hybrid,USD,1100
2666-2612,Ore and Energy Resource Geology,Open Access,USD,1600
0169-1368,Ore Geology Reviews,Hybrid,USD,2600
1566-1199,Organic Electronics,Hybrid,USD,2900
0146-6380,Organic Geochemistry,Hybrid,USD,2500
0749-5978,Organizational Behavior and Human Decision Processes,Hybrid,USD,2000
0090-2616,Organizational Dynamics,Hybrid,USD,1800
2666-1020,Organs-on-a-Chip,Open Access,USD,950
1344-0241,Orthodontic Waves,Hybrid,USD,3000
1877-0568,Orthopaedics & Traumatology: Surgery & Research,Hybrid,EUR,2600
1877-1327,Orthopaedics and Trauma,Hybrid,USD,3000
0030-5898,Orthopedic Clinics of North America,Hybrid,USD,3000
1063-4584,Osteoarthritis and Cartilage,Hybrid,USD,2588
2665-9131,Osteoarthritis and Cartilage Open,Open Access,USD,1400
1615-9071,Osteopathische Medizin,Hybrid,USD,1700
0030-6665,Otolaryngologic Clinics of North America,Hybrid,USD,3000
2468-5488,Otolaryngology Case Reports,Open Access,USD,600
0990-1310,Oxymag,Hybrid,USD,3000
0927-538X,Pacific-Basin Finance Journal,Hybrid,USD,1100
1526-0542,Paediatric Respiratory Reviews,Hybrid,USD,3000
1751-7222,Paediatrics and Child Health,Hybrid,USD,3000
1524-9042,Pain Management Nursing,Hybrid,USD,2500
0031-0182,"Palaeogeography, Palaeoclimatology, Palaeoecology",Hybrid,USD,3050
1871-174X,Palaeoworld,Hybrid,USD,3000
1424-3903,Pancreatology,Hybrid,USD,3000
2405-8521,Papillomavirus Research,Open Access,USD,900
0167-8191,Parallel Computing,Hybrid,USD,3100
2405-6731,Parasite Epidemiology and Control,Open Access,USD,1500
1383-5769,Parasitology International,Hybrid,USD,2200
1353-8020,Parkinsonism and Related Disorders,Hybrid,USD,3200
1674-2001,Particuology,Hybrid,USD,3000
0031-3025,Pathology,Hybrid,USD,2500
0344-0338,Pathology - Research and Practice,Hybrid,USD,1900
0928-4680,Pathophysiology,Hybrid,USD,3000
0738-3991,Patient Education and Counseling,Hybrid,USD,3650
0031-3203,Pattern Recognition,Hybrid,USD,3250
0167-8655,Pattern Recognition Letters,Hybrid,USD,2550
0917-2394,Pediatric Dental Journal,Hybrid,USD,3000
0887-8994,Pediatric Neurology,Hybrid,USD,2700
0031-4056,Pedobiologia - Journal of Soil Ecology,Hybrid,USD,1500
1002-0160,Pedosphere,Hybrid,USD,3000
0196-9781,Peptides,Hybrid,USD,3000
2211-2669,Performance Enhancement & Health,Hybrid,USD,1800
0166-5316,Performance Evaluation,Hybrid,USD,1500
2405-6030,Perioperative Care and Operating Room Management,Hybrid,USD,2450
0191-8869,Personality and Individual Differences,Hybrid,USD,2500
2186-4950,Personalized Medicine Universe,Hybrid,USD,3000
1433-8319,"Perspectives in Plant Ecology, Evolution and Systematics",Hybrid,USD,1800
1574-1192,Pervasive and Mobile Computing,Hybrid,USD,2400
0048-3575,Pesticide Biochemistry and Physiology,Hybrid,USD,3000
1556-8598,PET Clinics,Hybrid,USD,3000
1876-3804,Petroleum Exploration and Development Online,Open Access,USD,3000
1734-1140,Pharmacological Reports,Hybrid,USD,3000
1043-6618,Pharmacological Research,Hybrid,USD,3700
0163-7258,Pharmacology and Therapeutics,Hybrid,USD,3900
0091-3057,"Pharmacology, Biochemistry and Behavior",Hybrid,USD,2200
2213-4344,PharmaNutrition,Hybrid,USD,3000
2213-5979,Photoacoustics,Open Access,USD,1800
1572-1000,Photodiagnosis and Photodynamic Therapy,Hybrid,USD,2500
1569-4410,Photonics and Nanostructures - Fundamentals and Applications,Hybrid,USD,2200
0378-4371,Physica A: Statistical Mechanics and its Applications,Hybrid,USD,2800
0921-4526,Physica B: Physics of Condensed Matter,Hybrid,USD,2200
0921-4534,Physica C: Superconductivity and its applications,Hybrid,USD,2200
0167-2789,Physica D: Nonlinear Phenomena,Hybrid,USD,2600
1386-9477,Physica E: Low-dimensional Systems and Nanostructures,Hybrid,USD,2200
1120-1797,Physica Medica,Hybrid,USD,1800
1874-4907,Physical Communication,Hybrid,USD,2400
1047-9651,Physical Medicine & Rehabilitation Clinics of North America,Hybrid,USD,3000
1466-853X,Physical Therapy in Sport,Hybrid,USD,3000
2405-7991,Physician Assistant Clinics,Hybrid,USD,3000
1474-7065,Physics and Chemistry of the Earth,Hybrid,USD,1500
2405-6316,Physics and Imaging in Radiation Oncology,Open Access,EUR,1538
2352-4510,Physics in Medicine,Open Access,USD,1100
0375-9601,Physics Letters A,Hybrid,USD,2200
1571-0645,Physics of Life Reviews,Hybrid,USD,3000
2212-6864,Physics of the Dark Universe,Hybrid,USD,1200
0031-9201,Physics of the Earth and Planetary Interiors,Hybrid,USD,3400
0370-1573,Physics Reports,Hybrid,USD,2650
0885-5765,Physiological and Molecular Plant Pathology,Hybrid,USD,2500
0031-9384,Physiology & Behavior,Hybrid,USD,2900
0031-9406,Physiotherapy,Hybrid,USD,2500
0031-9422,Phytochemistry,Hybrid,USD,3300
1874-3900,Phytochemistry Letters,Hybrid,USD,2600
0944-7113,Phytomedicine,Hybrid,USD,2550
0213-9251,Piel. Formación continuada en dermatología,Hybrid,EUR,1500
0143-4004,Placenta,Hybrid,USD,3400
0032-0633,Planetary and Space Science,Hybrid,USD,3000
2352-4073,Plant Gene,Hybrid,USD,1550
0981-9428,Plant Physiology and Biochemistry,Hybrid,USD,2500
0168-9452,Plant Science,Hybrid,USD,3200
0147-619X,Plasmid,Hybrid,USD,3000
1934-1482,PM&R,Hybrid,USD,3000
0304-422X,Poetics,Hybrid,USD,1800
1873-9652,Polar Science,Hybrid,USD,2500
0962-6298,Political Geography,Hybrid,USD,1300
0277-5387,Polyhedron,Hybrid,USD,2600
0032-3861,Polymer,Hybrid,USD,3400
0141-3910,Polymer Degradation and Stability,Hybrid,USD,3500
0142-9418,Polymer Testing,Hybrid,USD,3300
0925-5214,Postharvest Biology and Technology,Hybrid,USD,3300
0032-5910,Powder Technology,Hybrid,USD,3100
2352-5517,Practical Laboratory Medicine,Open Access,USD,1850
1879-8500,Practical Radiation Oncology,Hybrid,USD,2500
1878-7762,Pratique Neurologique - FMC,Hybrid,EUR,1000
1766-7305,Pratiques en nutrition,Hybrid,USD,3000
1269-1763,Pratiques psychologiques,Hybrid,EUR,3000
0301-9268,Precambrian Research,Hybrid,USD,3300
0141-6359,Precision Engineering,Hybrid,USD,2500
2210-7789,"Pregnancy Hypertension: An International Journal of Women'sCardiovascular Health",Hybrid,USD,3000
0091-7435,Preventive Medicine,Hybrid,USD,2950
2211-3355,Preventive Medicine Reports,Open Access,USD,1700
0167-5877,Preventive Veterinary Medicine,Hybrid,USD,3350
1751-9918,Primary Care Diabetes,Hybrid,USD,3150
0095-4543,Primary Care: Clinics in Office Practice,Hybrid,USD,3000
0266-8920,Probabilistic Engineering Mechanics,Hybrid,USD,2500
1540-7489,Proceedings of the Combustion Institute,Hybrid,USD,2250
0016-7878,Proceedings of the Geologists' Association,Hybrid,USD,3300
1359-5113,Process Biochemistry,Hybrid,USD,2200
0957-5820,Process Safety and Environmental Protection,Hybrid,USD,3000
0376-0421,Progress in Aerospace Sciences,Hybrid,USD,3300
0079-6107,Progress in Biophysics and Molecular Biology,Hybrid,USD,3050
0033-0620,Progress in Cardiovascular Diseases,Hybrid,USD,2800
2590-0617,Progress in Disaster Science,Open Access,USD,1100
0360-1285,Progress in Energy and Combustion Science,Hybrid,USD,3850
0163-7827,Progress in Lipid Research,Hybrid,USD,4000
0079-6425,Progress in Materials Science,Hybrid,USD,3800
0301-0082,Progress in Neurobiology,Hybrid,USD,4100
0278-5846,Progress in Neuropsychopharmacology & Biological Psychiatry,Hybrid,USD,2400
0149-1970,Progress in Nuclear Energy,Hybrid,USD,1950
0079-6565,Progress in Nuclear Magnetic Resonance Spectroscopy,Hybrid,USD,3650
0079-6611,Progress in Oceanography,Hybrid,USD,4100
0300-9440,Progress in Organic Coatings,Hybrid,USD,2500
0146-6410,Progress in Particle and Nuclear Physics,Hybrid,USD,3350
1058-9813,Progress in Pediatric Cardiology,Hybrid,USD,2500
0305-9006,Progress in Planning,Hybrid,USD,4500
0079-6700,Progress in Polymer Science,Hybrid,USD,3900
0079-6727,Progress in Quantum Electronics,Hybrid,USD,2600
1350-9462,Progress in Retinal and Eye Research,Hybrid,USD,4000
0079-6816,Progress in Surface Science,Hybrid,USD,3000
1166-7087,Progrès en Urologie,Hybrid,EUR,1500
1761-676X,Progrès en Urologie - FMC,Hybrid,USD,2950
1098-8823,Prostaglandins and Other Lipid Mediators,Hybrid,USD,3000
0952-3278,"Prostaglandins, Leukotrienes and Essential Fatty Acids",Hybrid,USD,2500
1046-5928,Protein Expression and Purification,Hybrid,USD,3300
1434-4610,Protist,Hybrid,USD,2500
